nombre,estilo,alcohol_%,min_IBU,max_IBU,astringencia,cuerpo,alcohol_gr/lt,amargor,dulzor,acidez,salado,frutado,lupulo,especias,malteado,opinion_aroma,opinion_apariencia,opinion_paladar,opinion_sabor,opinion_general
Java Mac,Scottish Ale,5.4,9,25,4,17,1,56,12,1,0,1,8,0,76,3.75,3.88,3.12,3.12,3.38
Bold Coast Pemaquid Ale,Scottish Ale,4.05,9,25,8,47,5,16,52,24,0,13,25,26,80,3.58,3.88,3.66,3.7,3.76
Beltaine Scottish Ale,Scottish Ale,4.7,9,25,9,32,16,19,41,13,0,18,14,6,62,3.5,3.7,3.9,3.65,4.0
Skye Black,Scottish Ale,4.5,9,25,14,71,13,51,76,17,0,32,34,18,108,3.78,3.91,3.72,3.85,3.88
Fore Smoked Stout,Smoked Beer,7.0,20,30,7,69,8,52,46,4,1,2,9,4,120,3.91,3.98,3.86,3.96,3.92
Sue,Smoked Beer,9.0,20,30,14,74,14,60,48,11,1,29,52,4,108,4.12,4.09,4.13,4.22,4.13
Smoking Wood - Bourbon Barrel-Aged,Smoked Beer,5.0,20,30,8,101,7,32,76,4,1,10,6,4,131,4.0,4.17,3.83,3.83,4.08
Ashtray Heart,Smoked Beer,8.9,20,30,8,64,11,43,39,9,0,9,13,4,70,3.81,4.02,3.88,3.6,3.67
Norwegian Wood,Smoked Beer,6.5,20,30,17,42,6,27,47,21,0,28,34,4,62,3.99,3.94,3.82,3.96,3.84
Sunturnbrew,Smoked Beer,11.0,20,30,14,48,30,34,107,14,0,35,31,4,86,4.01,3.8,3.95,4.14,3.87
Charkoota Rye,Smoked Beer,7.79,20,30,29,64,29,38,98,32,1,32,21,4,145,3.73,3.73,3.67,3.68,3.54
Holger Danske (with Kissmeyer),Smoked Beer,7.5,20,30,21,97,15,48,61,7,0,1,33,4,108,4.23,4.1,4.23,4.3,4.27
Hemel & Aarde,Smoked Beer,10.0,20,30,8,93,33,44,57,4,0,13,24,4,99,4.22,4.28,4.08,4.2,4.12
Bar Fly,Smoked Beer,5.0,20,30,7,32,7,46,96,11,1,26,12,4,131,4.41,4.32,4.31,4.57,4.44
Hank On Rye,Smoked Beer,6.0,20,30,11,48,10,29,52,13,0,13,35,4,103,4.05,3.81,3.81,4.0,3.8
Grodziskie,Smoked Beer,4.0,20,30,28,53,11,14,47,10,0,47,21,4,84,3.9,4.0,3.8,3.9,3.8
"Bloed, Zweet & Tranen",Smoked Beer,8.4,20,30,14,87,25,39,76,12,0,16,38,4,112,3.93,3.98,3.82,4.02,3.77
LA-31 Boucanèe,Smoked Beer,4.5,20,30,14,25,8,8,45,29,0,27,10,4,46,3.17,3.2,3.17,3.17,3.13
Rook & Vuur,Smoked Beer,8.2,20,30,10,66,27,36,44,10,2,6,22,4,81,3.94,3.94,3.56,3.88,3.81
Charbonniere,Smoked Beer,5.4,20,30,14,37,8,20,42,10,2,9,12,4,72,3.98,3.82,3.68,3.86,3.8
White Birch Tavern Ale,Smoked Beer,8.0,20,30,12,94,16,35,62,11,0,13,20,4,107,3.68,3.77,3.59,3.91,3.84
Simple Malt Double Porter,Smoked Beer,6.4,20,30,9,68,12,21,50,8,1,13,7,4,102,3.82,3.54,3.49,3.79,3.76
Adelscott,Smoked Beer,6.4,20,30,12,51,36,24,108,14,0,14,26,48,84,2.85,3.24,2.74,4.0,4.0
Rökporter,Smoked Beer,5.9,20,30,14,32,13,63,64,15,0,14,35,4,119,4.11,3.96,3.83,4.1,4.08
Rex Attitude,Smoked Beer,7.0,20,30,13,38,39,17,21,11,0,13,16,4,40,3.71,3.57,3.71,3.93,3.79
Hogwash!,Smoked Beer,6.5,20,30,4,32,5,11,20,2,1,2,5,4,45,3.95,4.05,3.91,3.82,3.91
Bravoure,Smoked Beer,6.5,20,30,24,48,11,27,61,54,2,50,37,4,60,3.81,4.0,3.78,3.72,3.84
Hogwash,Smoked Beer,4.5,20,30,4,16,6,2,25,4,1,4,43,32,25,4.22,4.0,3.89,3.78,3.94
Backyard Ale,Smoked Beer,7.5,20,30,10,28,6,13,34,11,0,9,12,46,43,3.5,3.58,3.92,3.5,3.67
Black Cabin Smoked Ale,Smoked Beer,5.6,20,30,10,24,14,13,28,4,0,2,17,4,57,3.56,3.62,3.56,3.62,3.62
Wild Fire Wheat,Smoked Beer,5.0,20,30,4,16,4,7,14,25,0,31,7,4,45,3.46,3.71,3.54,3.43,3.54
Smoaktoberfest,Smoked Beer,5.8,20,30,1,1,0,3,3,0,0,0,3,2,3,3.84,3.97,3.85,3.95,4.1
Festina Pêche,Sour - Berliner Weisse,4.5,3,6,25,21,10,7,37,85,0,79,10,3,25,3.51,3.51,3.62,3.65,3.69
1809,Sour - Berliner Weisse,5.0,3,6,39,33,9,12,55,10,2,80,17,10,29,3.97,3.95,4.01,4.1,4.18
Deesko!,Sour - Berliner Weisse,6.5,3,6,38,29,11,11,49,10,0,103,15,7,49,3.43,3.57,3.79,3.5,3.86
Tartare,Sour - Berliner Weisse,4.0,3,6,13,24,10,3,28,10,0,62,9,4,27,4.18,3.95,4.36,4.55,4.41
Berliner Weisse,Sour - Berliner Weisse,5.5,3,6,13,33,10,12,53,10,0,104,18,1,53,3.64,3.66,3.92,3.83,3.97
Berliner Style Weisse,Sour - Berliner Weisse,3.0,3,6,37,27,4,6,44,10,2,55,7,0,33,3.58,3.69,3.6,3.58,3.86
Sour Wench,Sour - Berliner Weisse,7.0,3,6,22,34,7,9,119,10,1,6,7,2,31,3.48,3.83,3.41,3.39,3.39
Berliner Kindl Weisse,Sour - Berliner Weisse,3.0,3,6,39,23,9,7,40,10,2,66,5,1,34,3.44,3.54,3.49,3.57,3.58
Berliner Weisse,Sour - Berliner Weisse,5.54,3,6,13,46,12,14,41,10,0,95,28,4,71,3.78,3.86,3.67,3.81,3.94
Ching Ching,Sour - Berliner Weisse,4.5,3,6,13,29,4,2,69,10,0,110,44,0,37,3.5,3.6,3.5,3.6,3.6
La Folie,Sour - Flanders Oud Bruin,7.0,20,25,23,42,8,3,89,10,0,88,3,5,38,4.27,4.07,4.1,4.3,4.06
Monk's Café Flemish Sour Ale,Sour - Flanders Oud Bruin,5.5,20,25,21,32,8,9,73,10,0,82,12,3,30,3.8,3.96,3.79,3.87,3.83
The Dissident,Sour - Flanders Oud Bruin,10.9,20,25,28,38,15,5,71,10,1,88,9,9,28,4.17,4.08,4.09,4.15,4.11
Goudenband,Sour - Flanders Oud Bruin,8.0,20,25,30,44,16,10,100,10,0,96,9,2,52,4.14,3.95,4.09,4.27,4.13
Madame Rose,Sour - Flanders Oud Bruin,7.1,20,25,13,30,6,3,32,10,0,66,5,7,13,4.01,3.85,3.99,4.1,4.12
Rosso E Marrone,Sour - Flanders Oud Bruin,10.0,20,25,13,48,27,12,125,10,1,132,26,28,47,4.29,3.79,4.1,4.33,4.18
Bacchus,Sour - Flanders Oud Bruin,4.5,20,25,24,34,7,5,97,10,0,85,17,4,46,3.61,3.77,3.58,3.56,3.66
Haandbakk,Sour - Flanders Oud Bruin,8.5,20,25,39,30,13,4,43,10,0,67,4,7,14,4.23,4.04,4.07,4.29,4.13
Cuvee Freddy,Sour - Flanders Oud Bruin,8.0,20,25,25,32,6,9,45,10,1,62,10,5,25,4.21,3.88,3.77,3.96,4.02
Cherry Oud Bruin,Sour - Flanders Oud Bruin,10.5,20,25,39,64,35,10,135,10,0,6,16,25,95,4.01,3.76,3.76,3.96,3.76
Aardmonnik - Earthmonk,Sour - Flanders Oud Bruin,8.0,20,25,30,51,15,22,124,10,0,109,9,12,52,4.03,3.63,3.71,4.07,3.91
Madamin,Sour - Flanders Oud Bruin,5.7,20,25,13,38,14,10,80,10,0,97,25,12,44,4.0,3.94,3.67,3.78,4.0
Grande Dame Oud Bruin,Sour - Flanders Oud Bruin,7.2,20,25,13,48,26,14,102,10,1,106,18,11,61,4.03,4.03,3.82,4.0,3.97
Old Growth,Sour - Flanders Oud Bruin,5.5,20,25,13,35,15,11,50,10,0,72,4,8,28,3.61,3.71,3.34,3.53,3.09
Undressed,Sour - Flanders Oud Bruin,6.9,20,25,13,54,19,24,74,10,1,113,28,4,56,3.65,3.85,3.85,3.88,3.92
Oud Bruin Belgian Style Ale,Sour - Flanders Oud Bruin,6.0,20,25,24,41,15,22,103,10,0,77,23,15,75,3.67,3.83,3.67,3.37,3.4
Chunga's Old Bruin,Sour - Flanders Oud Bruin,8.5,20,25,13,71,29,6,101,10,0,89,20,15,86,4.1,3.82,3.9,4.15,4.08
SoBro,Sour - Flanders Oud Bruin,6.0,20,25,5,12,4,4,8,25,0,15,3,2,5,4.25,3.5,3.75,4.25,4.25
Oud Bruin,Sour - Flanders Oud Bruin,5.0,20,25,27,44,9,6,123,10,0,99,7,1,49,3.73,3.77,3.63,3.73,3.74
Le Serpent,Sour - Flanders Oud Bruin,8.0,20,25,28,10,4,0,34,10,0,66,2,16,12,4.33,4.0,4.0,4.17,4.08
Duchesse De Bourgogne,Sour - Flanders Red Ale,6.2,10,25,30,32,9,5,87,10,0,70,5,3,18,4.0,4.16,4.03,4.13,3.94
Rodenbach Grand Cru,Sour - Flanders Red Ale,6.0,10,25,28,34,10,2,74,10,0,83,4,4,34,4.21,4.09,4.13,4.31,4.11
Cuvée Des Jacobins Rouge,Sour - Flanders Red Ale,5.5,10,25,13,48,14,5,78,10,0,89,4,14,24,4.12,4.07,4.13,4.33,4.2
Red Poppy,Sour - Flanders Red Ale,6.5,10,25,13,59,11,10,66,10,1,111,22,25,45,4.39,3.54,4.14,4.54,4.32
La Roja,Sour - Flanders Red Ale,7.2,10,25,18,26,7,4,47,10,1,53,14,11,16,4.04,4.02,3.89,3.97,3.92
Rodenbach Classic (Red),Sour - Flanders Red Ale,5.2,10,25,17,26,7,7,69,83,1,83,8,11,30,4.01,3.98,4.0,4.09,4.1
Rodenbach Caractère Rouge,Sour - Flanders Red Ale,7.0,10,25,13,41,14,3,52,10,2,6,10,12,14,4.75,4.0,4.25,4.75,4.5
Cascade Kriek Ale,Sour - Flanders Red Ale,8.2,10,25,13,32,13,10,52,10,0,107,9,22,29,4.15,3.95,4.07,4.21,4.18
Rodenbach Alexander,Sour - Flanders Red Ale,5.6,10,25,33,30,7,6,95,10,0,106,7,7,9,4.4,4.12,4.35,4.63,4.44
Ichtegem's Grand Cru,Sour - Flanders Red Ale,6.5,10,25,30,35,17,4,102,10,0,95,7,8,35,3.74,3.86,3.62,3.64,3.72
Barriquée (Sour Version),Sour - Flanders Red Ale,8.0,10,25,13,40,10,6,86,10,1,98,30,18,37,3.99,3.86,3.77,3.95,3.9
Vichtenaar,Sour - Flanders Red Ale,5.1,10,25,32,36,16,6,124,10,0,113,9,17,23,3.95,4.0,3.95,4.0,4.0
Verhaeghe Echte Kriek / Echte Kriekenbier,Sour - Flanders Red Ale,6.8,10,25,37,26,7,2,91,10,0,131,13,13,28,3.85,3.9,3.71,3.83,3.79
Zoetzuur Flemish AleDe Proefbrouwerij (bvba Andelot),Sour - Flanders Red Ale,7.0,10,25,37,58,7,3,116,10,0,130,15,22,39,4.09,4.06,3.93,3.99,3.99
Michael,Sour - Flanders Red Ale,6.2,10,25,32,46,37,10,92,10,0,100,12,11,26,3.97,3.86,3.6,3.72,3.72
La Roja - Grand Reserve,Sour - Flanders Red Ale,8.0,10,25,13,42,24,10,99,10,0,126,10,23,44,4.19,3.96,3.98,4.2,4.08
La Roja Du Kriek,Sour - Flanders Red Ale,7.5,10,25,13,38,9,4,75,10,0,130,13,16,25,4.2,4.0,4.0,4.0,4.3
Barriquée (Italy Version),Sour - Flanders Red Ale,8.0,10,25,30,41,19,11,74,10,2,88,19,19,39,4.23,4.1,4.08,4.25,4.21
Kriek Des Jacobins,Sour - Flanders Red Ale,4.5,10,25,23,28,12,4,69,10,0,96,4,8,35,3.5,4.0,3.5,3.5,3.5
La Luna Rossa,Sour - Flanders Red Ale,8.0,10,25,32,37,12,1,43,10,0,80,5,4,13,3.5,3.3,3.7,3.8,3.5
Rodenbach Foederbier,Sour - Flanders Red Ale,6.0,10,25,27,47,10,2,61,10,0,43,2,8,31,4.08,3.75,4.0,4.25,3.75
Ned,Sour - Flanders Red Ale,5.17,10,25,13,39,7,6,52,10,0,80,7,9,17,4.07,4.05,3.76,3.97,4.0
Portsmouth Flanders Red - Maude,Sour - Flanders Red Ale,4.5,10,25,13,26,8,3,57,10,1,72,5,2,21,3.54,3.61,3.73,3.58,3.62
Tulach Leis,Sour - Flanders Red Ale,6.1,10,25,10,19,9,0,31,10,0,35,10,0,9,3.75,3.75,3.55,3.5,3.5
Leipziger Gose,Sour - Gose,4.5,10,15,38,33,10,12,42,10,0,63,58,11,74,3.81,3.91,3.88,3.93,4.01
Gose,Sour - Gose,5.2,10,15,13,39,10,10,31,10,0,57,45,21,65,3.95,3.86,4.09,4.17,4.21
Imperial Cherry Gose,Sour - Gose,8.3,10,15,13,33,25,6,53,10,0,125,21,1,57,3.62,3.65,3.64,3.5,3.5
KBS (Kentucky Breakfast Stout),Stout - American Imperial,5.0,20,40,9,32,7,79,77,4,0,4,31,20,183,4.57,4.38,4.48,4.63,4.4
Bourbon County Brand Stout,Stout - American Imperial,5.0,20,40,5,69,7,41,83,9,0,36,8,24,134,4.44,4.2,4.39,4.48,4.08
Ten FIDY,Stout - American Imperial,10.5,20,40,4,101,27,62,88,10,1,15,29,9,137,4.14,4.4,4.35,4.32,4.17
The Abyss,Stout - American Imperial,11.4,20,40,20,82,28,64,65,8,0,30,18,7,115,4.44,4.0,4.51,4.59,4.45
Bourbon County Brand Coffee Stout,Stout - American Imperial,5.0,20,40,6,65,28,82,48,3,0,8,9,26,143,4.56,4.26,4.47,4.62,4.32
Speedway Stout,Stout - American Imperial,5.0,20,40,8,97,31,62,67,1,0,7,16,14,133,4.33,4.4,4.38,4.44,4.28
CBS (Canadian Breakfast Stout),Stout - American Imperial,11.3,20,40,3,32,7,47,112,4,1,8,18,21,150,4.56,4.46,4.58,4.7,4.59
Storm King Stout,Stout - American Imperial,9.1,20,40,6,70,11,101,46,16,0,26,84,9,95,4.07,4.3,4.14,4.21,4.09
Yeti,Stout - American Imperial,9.5,20,40,16,32,30,25,83,16,0,10,105,10,146,4.26,4.27,4.34,4.4,4.28
Choklat (Blackwater Series),Stout - American Imperial,10.0,20,40,3,32,18,39,110,4,0,10,20,17,158,4.47,4.11,4.18,4.32,4.06
Péché Mortel,Stout - American Imperial,9.5,20,40,13,92,23,25,60,4,0,10,42,29,143,4.38,4.38,4.5,4.38,4.38
World Wide Stout,Stout - American Imperial,5.0,20,40,7,76,7,67,102,26,0,56,22,20,129,4.11,4.11,4.13,4.18,3.77
Oak Aged Yeti Imperial Stout,Stout - American Imperial,9.5,20,40,16,85,30,43,72,10,0,17,19,18,105,4.22,4.45,4.26,4.28,4.08
Cappuccino Stout,Stout - American Imperial,9.2,20,40,6,83,22,87,42,7,1,6,30,2,116,3.8,3.84,3.78,3.89,3.85
Imperial Biscotti Break,Stout - American Imperial,11.5,20,40,11,74,28,66,57,7,1,12,19,34,158,4.21,3.93,4.04,4.14,4.18
Hunahpu's Imperial Stout,Stout - American Imperial,10.2,20,40,5,69,21,42,52,9,0,17,3,4,79,4.37,4.59,4.51,4.56,4.37
Black Tuesday,Stout - American Imperial,5.0,20,40,3,70,7,25,106,17,1,43,3,30,126,4.48,4.3,4.4,4.51,4.21
Miles Davis' Bitches Brew,Stout - American Imperial,9.0,20,40,22,76,14,53,82,33,0,29,33,17,111,4.03,4.24,4.07,4.15,4.12
Espresso Oak Aged Yeti Imperial Stout,Stout - American Imperial,9.5,20,40,5,32,20,78,51,5,0,6,39,14,141,4.2,4.41,4.17,4.23,4.05
Warlock,Stout - American Imperial,8.6,20,40,3,50,13,20,37,1,2,68,9,4,76,3.62,4.12,3.88,4.0,4.0
Chocolate Oak Aged Yeti,Stout - American Imperial,9.5,20,40,15,32,25,66,98,5,0,11,39,48,137,4.07,4.37,4.11,4.1,3.92
Double Stout,Stout - American Imperial,8.8,20,40,13,32,26,85,61,6,0,17,50,14,115,3.99,4.25,4.07,4.13,4.09
Abraxas,Stout - American Imperial,11.5,20,40,4,32,46,46,73,4,2,8,16,4,126,4.2,4.1,4.5,4.3,4.3
Beer Geek Brunch Weasel,Stout - American Imperial,10.9,20,40,11,32,23,93,92,15,1,28,19,19,174,4.24,4.35,4.31,4.36,4.17
Chocolate Rain,Stout - American Imperial,5.0,20,40,6,82,7,27,69,7,0,14,5,25,88,4.48,4.08,4.11,4.4,4.24
Brewer's Reserve Bourbon Barrel Stout,Stout - American Imperial,10.8,20,40,9,87,7,26,50,5,0,8,12,20,112,4.22,3.96,3.95,4.16,4.02
Dark Truth,Stout - American Imperial,9.7,20,40,8,88,21,54,76,18,0,39,32,18,112,3.81,4.27,3.83,3.91,3.88
Big Bear Black Stout,Stout - American Imperial,8.1,20,40,11,73,20,64,54,13,0,19,49,8,98,4.07,4.25,4.07,4.19,4.18
Mokah,Stout - American Imperial,10.0,20,40,5,32,17,70,87,2,0,1,18,8,126,4.26,4.0,4.05,4.16,3.95
Speedway Stout - Bourbon Barrel-Aged,Stout - American Imperial,5.0,20,40,10,68,7,60,70,12,0,11,16,12,147,4.5,4.33,4.39,4.49,4.35
Ten FIDY - Bourbon Barrel Aged,Stout - American Imperial,5.0,20,40,3,101,7,52,80,2,0,7,15,30,142,4.25,4.25,4.5,4.0,4.5
Imperial Eclipse Stout - Elijah Craig (12 Year),Stout - American Imperial,5.0,20,40,3,80,38,24,75,4,0,5,4,11,109,4.49,4.04,4.32,4.54,4.42
Speedway Stout - Vietnamese Coffee,Stout - American Imperial,5.0,20,40,7,32,20,25,55,4,0,3,21,18,174,4.0,4.38,4.38,3.88,4.12
Bourbon County Brand Vanilla Stout,Stout - American Imperial,5.0,20,40,7,32,7,33,74,3,1,4,16,4,133,4.43,4.15,4.34,4.41,4.18
Chocolate Stout,Stout - American,5.8,35,60,6,32,8,81,109,6,0,9,53,11,143,4.31,4.32,4.1,4.26,4.12
Obsidian Stout,Stout - American,6.4,35,60,9,72,23,95,72,12,0,13,67,6,132,4.08,4.3,4.12,4.27,4.25
Stout,Stout - American,5.8,35,60,8,88,9,75,37,9,0,4,62,5,108,3.94,4.2,4.0,4.12,4.14
Chicory Stout,Stout - American,5.2,35,60,13,73,14,84,50,10,0,11,37,21,104,3.83,3.85,3.58,3.75,3.75
Mean Old Tom,Stout - American,6.5,35,60,9,91,10,49,55,6,0,6,24,39,85,4.03,3.97,3.65,3.83,3.89
Tres Blueberry Stout,Stout - American,7.5,35,60,9,69,5,47,138,11,0,90,25,11,92,4.13,4.08,3.91,4.03,3.96
Aphrodisiaque,Stout - American,6.5,35,60,7,32,20,62,63,7,2,13,32,49,108,4.29,4.14,4.0,4.22,4.17
Out Of Bounds Stout,Stout - American,6.3,35,60,10,77,10,91,50,7,0,9,65,11,111,3.81,3.99,3.7,3.79,3.8
Black Mocha Stout,Stout - American,5.0,35,60,18,79,5,66,59,2,0,2,18,5,139,3.86,3.95,3.78,3.97,4.01
Fuel Cafe (Coffee Flavored Stout),Stout - American,6.4,35,60,23,91,11,98,33,7,0,1,19,10,147,3.4,3.69,3.19,3.21,3.31
Coffee Stout,Stout - American,5.75,35,60,15,83,11,95,47,14,0,10,23,7,139,3.83,3.91,3.69,3.88,3.95
Brewhouse Coffee Stout,Stout - American,7.4,35,60,14,32,14,25,72,6,0,10,32,13,47,4.31,4.05,4.08,4.29,4.23
Chocolate Stout,Stout - American,5.9,35,60,14,32,8,49,126,1,0,3,21,6,154,3.87,3.75,3.34,3.54,3.5
Cocoa Loco,Stout - American,7.0,35,60,5,32,27,71,111,23,0,33,26,14,169,3.63,3.84,3.52,3.55,3.49
Bison Organic Chocolate Stout,Stout - American,5.0,35,60,9,91,12,53,60,9,0,10,18,4,105,3.71,3.76,3.36,3.5,3.52
Rise Up Coffee Stout,Stout - American,6.7,35,60,13,72,9,25,32,4,0,1,28,8,146,4.42,4.18,4.13,4.42,4.39
Captain Stout,Stout - American,6.0,35,60,20,79,6,62,59,9,0,9,31,9,114,3.78,3.93,3.67,3.83,3.88
Luna Coffee Stout,Stout - American,5.6,35,60,5,65,4,84,17,3,0,0,20,2,93,3.94,4.21,3.71,3.81,3.9
Blue Bridge Coffee Stout,Stout - American,5.4,35,60,14,71,7,91,28,6,0,5,15,3,126,4.0,4.0,4.25,4.0,4.0
Valdez,Stout - American,6.2,35,60,18,86,12,25,57,11,1,3,27,10,173,4.27,4.2,3.94,4.24,4.18
CEO Stout,Stout - American,5.5,35,60,6,78,5,75,44,6,0,3,7,7,128,4.2,4.1,3.5,3.9,4.05
Irish Channel StoutNew Orleans Lager & Ale Brewing Company (NOLA),Stout - American,6.8,35,60,12,76,14,64,51,1,0,2,40,5,122,3.87,4.26,4.24,4.15,4.2
"Survival ""7-Grain"" Stout",Stout - American,5.3,35,60,21,71,8,88,32,12,0,7,18,19,175,4.09,3.98,3.86,4.0,4.11
Crème Brûlée Java Stout,Stout - American,5.8,35,60,5,99,13,25,78,9,2,2,22,35,134,4.3,3.96,3.7,3.88,3.74
Black Phoenix (Chipotle Coffee Ale),Stout - American,6.7,35,60,8,80,31,83,58,5,0,5,16,4,127,3.76,3.7,3.58,3.81,3.74
Java The Stout,Stout - American,6.5,35,60,13,95,6,25,53,13,0,1,28,14,174,4.33,4.06,4.25,4.36,4.36
Hickory Stick Stout,Stout - American,5.8,35,60,11,77,12,82,46,14,1,13,45,10,97,3.77,3.95,3.65,3.77,3.79
Planet Bean,Stout - American,7.0,35,60,24,32,9,25,46,9,0,8,16,5,173,4.42,4.12,3.74,4.12,4.1
Naked Fish,Stout - American,4.6,35,60,13,89,10,53,139,21,0,74,12,4,114,3.84,3.72,3.47,3.8,3.81
Heart Of Darkness,Stout - English,5.7,20,40,15,101,6,52,72,13,1,18,40,2,99,4.02,4.07,3.81,4.04,4.02
Scottish Stout,Stout - English,7.0,20,40,10,67,8,43,41,10,1,7,20,3,78,3.81,4.11,3.96,3.99,4.08
Dragonhead Stout,Stout - English,4.0,20,40,21,32,23,91,76,16,2,21,50,46,144,3.88,4.07,3.54,3.75,3.88
Monk's Stout Dupont,Stout - English,5.2,20,40,24,70,9,54,62,39,0,35,24,29,98,3.24,3.89,2.74,2.79,2.89
Echigo Stout,Stout - English,7.0,20,40,7,100,8,51,75,5,0,12,20,10,106,3.63,3.78,3.67,3.82,4.0
Double Stout,Stout - English,4.8,20,40,24,32,8,64,56,4,1,15,29,15,126,3.71,3.95,3.76,3.89,4.02
Dorothy Goodbody's Wholesome Stout,Stout - English,4.6,20,40,21,32,8,90,53,14,2,9,38,15,127,3.63,4.06,3.56,3.65,3.64
Strike Out Stout,Stout - English,4.6,20,40,20,99,14,54,74,11,1,9,25,3,123,3.49,3.72,3.27,3.48,3.48
Bad King John,Stout - English,6.0,20,40,11,63,9,67,62,15,0,19,48,8,96,3.55,3.79,3.6,3.74,3.77
Rosie Parks Oyster Stout,Stout - English,5.0,20,40,5,26,2,8,14,4,0,2,5,0,24,3.94,4.25,4.03,4.09,4.16
Hopback Entire Stout,Stout - English,4.5,20,40,20,92,13,63,46,18,0,13,41,8,115,3.67,3.88,3.63,3.7,3.86
Double Stout (2012- ),Stout - English,5.2,20,40,21,32,6,81,59,11,0,10,48,11,129,3.75,4.25,3.25,3.75,3.75
Blackheart Stout,Stout - English,6.6,20,40,21,32,14,63,49,7,0,2,19,19,140,3.92,4.2,4.14,4.22,4.15
March Of The Penguins,Stout - English,4.9,20,40,11,72,3,52,35,18,0,21,29,13,83,4.14,3.79,4.14,4.21,4.14
Maple Stout,Stout - English,5.5,20,40,4,83,7,52,52,6,0,14,18,18,47,4.01,3.86,3.62,3.88,3.78
Boréale Noire,Stout - English,5.5,20,40,12,76,11,51,49,12,1,7,17,15,93,3.59,3.78,3.61,3.69,3.89
London Stout,Stout - English,4.5,20,40,18,89,9,89,61,10,0,13,32,19,125,3.69,3.5,3.35,3.71,3.79
Dark Arts,Stout - English,6.0,20,40,15,101,7,25,58,16,1,25,55,18,131,3.75,4.0,3.75,4.25,3.5
Extra StoutSamuel Smith Old Brewery (Tadcaster),Stout - English,4.5,20,40,18,32,10,50,48,5,0,5,23,12,99,4.02,4.33,4.29,4.21,4.12
Bonecrusher Stout,Stout - English,6.4,20,40,17,93,3,77,45,12,0,13,45,10,115,3.42,3.88,3.15,3.08,3.08
Martello Stout,Stout - English,4.8,20,40,10,83,6,87,48,4,0,3,30,12,139,3.81,3.93,3.61,3.84,3.9
Woody Stout,Stout - English,6.8,20,40,11,59,7,40,39,7,0,6,15,21,108,3.0,4.0,3.0,4.0,4.0
Pemaquid Oyster Stout,Stout - English,6.1,20,40,5,45,1,25,34,0,0,1,14,8,67,4.0,4.38,4.5,4.38,4.12
McCallum's Stout,Stout - English,4.1,20,40,3,24,2,11,44,4,0,6,12,5,39,3.78,4.11,3.94,3.89,4.0
Potro,Stout - English,4.7,20,40,9,68,6,31,65,54,0,42,9,15,78,3.14,3.44,2.9,2.95,3.15
Black Creek Stout,Stout - English,5.0,20,40,15,94,5,50,67,9,1,4,16,10,143,3.73,3.73,3.64,3.64,3.64
Black,Stout - English,4.6,20,40,14,71,5,68,43,7,1,11,31,10,107,3.25,3.6,3.1,3.2,3.35
Titanic Stout,Stout - English,4.5,20,40,18,92,7,64,46,19,0,17,40,9,86,3.68,4.24,3.71,3.97,3.79
Guinness Foreign Extra Stout,Stout - Foreign / Export,7.5,30,70,20,32,27,99,97,24,0,35,50,16,154,3.94,4.3,4.02,4.08,4.06
Lion Stout,Stout - Foreign / Export,8.8,30,70,4,81,22,46,73,10,0,11,12,7,104,3.9,4.15,3.94,4.03,4.01
Indra Kunindra,Stout - Foreign / Export,7.0,30,70,8,40,17,21,20,35,0,71,13,4,38,4.04,3.94,3.78,3.8,3.84
Fade To Black - Volume 1,Stout - Foreign / Export,8.5,30,70,20,70,18,104,42,9,1,12,57,44,129,4.05,4.05,3.99,4.14,4.06
Best Extra Stout,Stout - Foreign / Export,6.3,30,70,5,65,22,75,47,16,0,23,43,10,98,3.75,3.91,3.71,3.89,3.87
Lump Of Coal Dark Holiday Stout,Stout - Foreign / Export,8.0,30,70,10,67,19,51,53,15,0,25,23,5,74,3.39,3.61,3.37,3.44,3.48
Extra Export Stout,Stout - Foreign / Export,9.0,30,70,10,63,20,45,82,40,0,44,14,11,94,3.91,4.11,3.8,3.97,3.78
Zonker Stout,Stout - Foreign / Export,6.0,30,70,17,32,11,80,68,13,0,9,38,14,141,4.13,4.22,4.12,4.21,4.24
Dragon Stout,Stout - Foreign / Export,7.5,30,70,5,59,30,49,101,17,0,41,19,5,69,3.39,3.73,3.41,3.41,3.34
Tsunami Stout,Stout - Foreign / Export,7.0,30,70,17,84,9,52,61,12,0,16,28,7,97,4.0,4.28,4.06,4.16,4.13
Malpais Stout,Stout - Foreign / Export,7.5,30,70,12,95,12,61,57,3,0,4,26,11,136,3.5,4.0,3.5,3.0,3.5
Exit 1 Bayshore Oyster Stout.,Stout - Foreign / Export,7.5,30,70,32,32,12,63,90,14,0,18,34,12,130,3.84,3.98,3.77,3.96,3.84
Captain Swain's Extra Stout,Stout - Foreign / Export,8.0,30,70,22,32,22,25,71,15,0,21,100,22,124,3.92,4.11,3.81,3.92,3.84
Dissent,Stout - Foreign / Export,7.0,30,70,12,32,9,104,70,9,0,6,53,11,162,3.96,4.0,3.88,3.88,4.08
San Quentin's Breakout Stout,Stout - Foreign / Export,7.0,30,70,15,87,17,63,56,9,0,8,23,9,129,3.93,4.06,3.75,3.88,3.93
Foreign Style Stout,Stout - Foreign / Export,6.9,30,70,24,98,18,65,79,25,0,28,17,9,117,3.25,3.5,2.75,2.75,4.0
